id,manufacturer_id,product_code,productName,product_name,description,images,tags,brand,meta_title,meta_description,og_image_url,og_title,og_description
prod_manu_0001_00004,manu_0001,00004,"インナーベスト グレー／Ｓ","インナーベスト グレー／Ｓ",,,,,,,,,
prod_manu_0001_00007,manu_0001,00007,"メッシュビブス ホワイト／Ｌ","メッシュビブス ホワイト／Ｌ",,,,,,,,,
prod_manu_0001_00008,manu_0001,00008,"ベーシックカラーベスト ホワイト／ＸＬ","ベーシックカラーベスト ホワイト／ＸＬ",,,,,,,,,
prod_manu_0001_00033,manu_0001,00033,"アクティブコート ホワイト／Ｓ","アクティブコート ホワイト／Ｓ",,,,,,,,,
prod_manu_0001_00036,manu_0001,00036,"ジップアップビブス ホワイト／Ｆ","ジップアップビブス ホワイト／Ｆ",,,,,,,,,
prod_manu_0001_00051,manu_0001,00051,"ベーシックカラーブルゾン ホワイト／Ｓ","ベーシックカラーブルゾン ホワイト／Ｓ",,,,,,,,,
prod_manu_0001_00061,manu_0001,00061,"リフレクスポーツジャケット ホワイト／Ｓ","リフレクスポーツジャケット ホワイト／Ｓ",,,,,,,,,
prod_manu_0001_00068,manu_0001,00068,"リフレクスポーツベスト ホワイト／Ｓ","リフレクスポーツベスト ホワイト／Ｓ",,,,,,,,,
prod_manu_0001_00077,manu_0001,00077,"コーチジャケット ホワイト／Ｓ","コーチジャケット ホワイト／Ｓ",,,,,,,,,
prod_manu_0001_00083,manu_0001,00083,"4.0オンス ライトウェイトTシャツ ホワイト／Ｓ","4.0オンス ライトウェイトTシャツ ホワイト／Ｓ",,,,,,,,,
prod_manu_0001_00085,manu_0001,00085,"5.6オンス ヘビーウェイトTシャツ ホワイト／Ｓ","5.6オンス ヘビーウェイトTシャツ ホワイト／Ｓ",,,,,,,,,
prod_manu_0001_00086,manu_0001,00086,"5.0オンス ベーシックTシャツ ホワイト／Ｓ","5.0オンス ベーシックTシャツ ホワイト／Ｓ",,,,,,,,,
prod_manu_0001_00088,manu_0001,00088,"ベーシックフードインウィンドブレーカー ホワイト／ＸＬ","ベーシックフードインウィンドブレーカー ホワイト／ＸＬ",,,,,,,,,
prod_manu_0001_00095,manu_0001,00095,"5.6オンス ヘビーウェイトリミテッドカラーTシャツ サファリ／Ｓ","5.6オンス ヘビーウェイトリミテッドカラーTシャツ サファリ／Ｓ",,,,,,,,,
