id,manufacturer_id,product_code,productName,product_name,description,images,tags,brand,meta_title,meta_description,og_image_url,og_title,og_description
prod_manu_0002_579801,manu_0002,579801,15.0ozOEMWスウェットPOパーカ,15.0ozOEMWスウェットPOパーカ,,,,,,,,,
prod_manu_0002_579901,manu_0002,579901,15.0ozOEMWクルーネックスウェット,15.0ozOEMWクルーネックスウェット,,,,,,,,,
prod_manu_0002_588801,manu_0002,588801,"5.3オンス T/C バーサタイル Tシャツ","5.3オンス T/C バーサタイル Tシャツ",,,,,,,,,
prod_manu_0002_590001,manu_0002,590001,"4.1oz ドライアスレチックTシャツ","4.1oz ドライアスレチックTシャツ",,,,,,,,,
prod_manu_0002_590002,manu_0002,590002,"4.1oz ドライアスレチックTシャツ キッズ","4.1oz ドライアスレチックTシャツ キッズ",,,,,,,,,
prod_manu_0002_590003,manu_0002,590003,4.1ozドライアスレチックT(ウィメンズ),4.1ozドライアスレチックT(ウィメンズ),,,,,,,,,
prod_manu_0002_591001,manu_0002,591001,"4.1oz ドライアスレチックポロシャツ","4.1oz ドライアスレチックポロシャツ",,,,,,,,,
prod_manu_0002_591201,manu_0002,591201,4.1ozドライポロポケット付,4.1ozドライポロポケット付,,,,,,,,,
prod_manu_0002_591301,manu_0002,591301,6.2ozプレミアムL/STシャツ,6.2ozプレミアムL/STシャツ,,,,,,,,,
prod_manu_0002_591401,manu_0002,591401,4.1ozドライアスレチックショーツ,4.1ozドライアスレチックショーツ,,,,,,,,,
prod_manu_0002_592101,manu_0002,592101,4.1ozドライポロ(BD・ポケ付),4.1ozドライポロ(BD・ポケ付),,,,,,,,,
prod_manu_0002_592701,manu_0002,592701,"4.1オンス ドライLFラインリブTシャツ","4.1オンス ドライLFラインリブTシャツ",,,,,,,,,
prod_manu_0002_592801,manu_0002,592801,10.0オンスTCクルーネックスウェット,10.0オンスTCクルーネックスウェット,,,,,,,,,
prod_manu_0002_594201,manu_0002,594201,"6.2oz プレミアムTシャツ","6.2oz プレミアムTシャツ",,,,,,,,,
prod_manu_0002_598201,manu_0002,598201,"4.1oz ドライ ベースボールシャツ","4.1oz ドライ ベースボールシャツ",,,,,,,,,
prod_manu_0002_599201,manu_0002,599201,"4.1オンス ドライアスLFバスケシャツ","4.1オンス ドライアスLFバスケシャツ",,,,,,,,,
prod_manu_0002_705901,manu_0002,705901,ナイロンコーチJK(ライニング付),ナイロンコーチJK(ライニング付),,,,,,,,,
prod_manu_0002_706101,manu_0002,706101,マイクロリップストップスタッフジャケット,マイクロリップストップスタッフジャケット,,,,,,,,,
prod_manu_0002_706801,manu_0002,706801,マイクロリップストップスタンドジャケット,マイクロリップストップスタンドジャケット,,,,,,,,,
prod_manu_0002_706901,manu_0002,706901,マイクロリップストップフードインジャケット,マイクロリップストップフードインジャケット,,,,,,,,,
prod_manu_0002_707801,manu_0002,707801,T/Cスウィングトップ,T/Cスウィングトップ,,,,,,,,,
prod_manu_0002_707901,manu_0002,707901,T/Cスタジアムジャケット,T/Cスタジアムジャケット,,,,,,,,,
prod_manu_0002_709701,manu_0002,709701,マイクロフリースフルジップスタンドJK,マイクロフリースフルジップスタンドJK,,,,,,,,,
prod_manu_0002_709801,manu_0002,709801,"マイクロフリース クルーネックシャツ","マイクロフリース クルーネックシャツ",,,,,,,,,
prod_manu_0002_709901,manu_0002,709901,"マイクロフリース フルジップ ベスト","マイクロフリース フルジップ ベスト",,,,,,,,,
prod_manu_0002_721101,manu_0002,721101,"コットンライクナイロン アノラックパーカ","コットンライクナイロン アノラックパーカ",,,,,,,,,
prod_manu_0002_721901,manu_0002,721901,"コットンライク ナイロン トレーニング パンツ","コットンライク ナイロン トレーニング パンツ",,,,,,,,,
prod_manu_0002_722001,manu_0002,722001,"CL ナイロン トレーニングジャケット","CL ナイロン トレーニングジャケット",,,,,,,,,
